bankName,periodEnding,ratingScore,issuerName
TSB,2008-06-30 00:00:00,7,Standard and Poor's
TSB,2008-09-30 00:00:00,7,Standard and Poor's
TSB,2008-12-31 00:00:00,7,Standard and Poor's
TSB,2009-03-31 00:00:00,7,Standard and Poor's
TSB,2009-06-30 00:00:00,7,Standard and Poor's
TSB,2009-09-30 00:00:00,7,Standard and Poor's
TSB,2009-12-31 00:00:00,7,Standard and Poor's
TSB,2010-03-31 00:00:00,7,Standard and Poor's
TSB,2010-06-30 00:00:00,7,Standard and Poor's
TSB,2010-09-30 00:00:00,7,Standard and Poor's
TSB,2010-12-31 00:00:00,7,Standard and Poor's
TSB,2011-03-31 00:00:00,7,Standard and Poor's
TSB,2011-06-30 00:00:00,7,Standard and Poor's
TSB,2011-09-30 00:00:00,7,Standard and Poor's
TSB,2011-12-31 00:00:00,7,Standard and Poor's
TSB,2012-03-31 00:00:00,7,Standard and Poor's
TSB,2012-06-30 00:00:00,7,Standard and Poor's
TSB,2012-09-30 00:00:00,7,Standard and Poor's
TSB,2012-12-31 00:00:00,7,Standard and Poor's
TSB,2013-03-31 00:00:00,7,Standard and Poor's
TSB,2013-06-30 00:00:00,7,Standard and Poor's
TSB,2013-09-30 00:00:00,7,Standard and Poor's
TSB,2013-12-31 00:00:00,7,Standard and Poor's
TSB,2014-03-31 00:00:00,7,Standard and Poor's
TSB,2014-06-30 00:00:00,7,Standard and Poor's
TSB,2014-06-30 00:00:00,6,Fitch
TSB,2014-09-30 00:00:00,7,Standard and Poor's
TSB,2014-09-30 00:00:00,6,Fitch
TSB,2014-12-31 00:00:00,7,Standard and Poor's
TSB,2014-12-31 00:00:00,6,Fitch
TSB,2015-03-31 00:00:00,7,Standard and Poor's
TSB,2015-03-31 00:00:00,6,Fitch
TSB,2015-06-30 00:00:00,6,Fitch
TSB,2015-09-30 00:00:00,6,Fitch
TSB,2015-12-31 00:00:00,6,Fitch
TSB,2016-03-31 00:00:00,6,Fitch
TSB,2016-06-30 00:00:00,6,Fitch
TSB,2016-09-30 00:00:00,6,Fitch
TSB,2016-12-31 00:00:00,6,Fitch
TSB,2017-03-31 00:00:00,6,Fitch
TSB,2017-06-30 00:00:00,6,Fitch
TSB,2017-09-30 00:00:00,6,Fitch
TSB,2017-12-31 00:00:00,6,Fitch
TSB,2018-09-30 00:00:00,9,Standard and Poor's
St. George Bank,2003-03-31 00:00:00,9,Standard and Poor's
St. George Bank,2003-06-30 00:00:00,9,Standard and Poor's
St. George Bank,2003-09-30 00:00:00,9,Standard and Poor's
St. George Bank,2003-12-31 00:00:00,9,Standard and Poor's
St. George Bank,2004-03-31 00:00:00,9,Standard and Poor's
St. George Bank,2004-06-30 00:00:00,9,Standard and Poor's
St. George Bank,2004-09-30 00:00:00,9,Standard and Poor's
St. George Bank,2004-12-31 00:00:00,9,Standard and Poor's
St. George Bank,2005-03-31 00:00:00,9,Standard and Poor's
St. George Bank,2005-06-30 00:00:00,9,Standard and Poor's
St. George Bank,2005-09-30 00:00:00,9,Standard and Poor's
St. George Bank,2005-12-31 00:00:00,8,Standard and Poor's
St. George Bank,2006-03-31 00:00:00,8,Standard and Poor's
St. George Bank,2006-06-30 00:00:00,8,Standard and Poor's
Westpac,2006-12-31 00:00:00,3,Moody's
Westpac,2006-12-31 00:00:00,3,Standard and Poor's
Westpac,2007-03-31 00:00:00,3,Moody's
Westpac,2007-03-31 00:00:00,2,Standard and Poor's
Westpac,2007-06-30 00:00:00,2,Moody's
Westpac,2007-06-30 00:00:00,2,Standard and Poor's
Westpac,2007-09-30 00:00:00,2,Moody's
Westpac,2007-09-30 00:00:00,2,Standard and Poor's
Westpac,2007-12-31 00:00:00,2,Moody's
Westpac,2007-12-31 00:00:00,2,Standard and Poor's
Westpac,2008-03-31 00:00:00,2,Moody's
Westpac,2008-03-31 00:00:00,2,Standard and Poor's
Westpac,2008-06-30 00:00:00,2,Moody's
Westpac,2008-06-30 00:00:00,2,Standard and Poor's
Westpac,2008-09-30 00:00:00,2,Moody's
Westpac,2008-09-30 00:00:00,2,Standard and Poor's
Westpac,2008-09-30 00:00:00,3,Fitch
Westpac,2008-12-31 00:00:00,2,Moody's
Westpac,2008-12-31 00:00:00,2,Standard and Poor's
Westpac,2008-12-31 00:00:00,3,Fitch
Westpac,2009-03-31 00:00:00,2,Moody's
Westpac,2009-03-31 00:00:00,2,Standard and Poor's
Westpac,2009-03-31 00:00:00,3,Fitch
Westpac,2009-06-30 00:00:00,2,Moody's
Westpac,2009-06-30 00:00:00,2,Standard and Poor's
Westpac,2009-06-30 00:00:00,3,Fitch
Westpac,2009-09-30 00:00:00,2,Moody's
Westpac,2009-09-30 00:00:00,2,Standard and Poor's
Westpac,2009-09-30 00:00:00,3,Fitch
Westpac,2009-12-31 00:00:00,2,Moody's
Westpac,2009-12-31 00:00:00,2,Standard and Poor's
Westpac,2009-12-31 00:00:00,3,Fitch
Westpac,2010-03-31 00:00:00,2,Moody's
Westpac,2010-03-31 00:00:00,2,Standard and Poor's
Westpac,2010-03-31 00:00:00,2,Fitch
Westpac,2010-06-30 00:00:00,2,Moody's
Westpac,2010-06-30 00:00:00,2,Standard and Poor's
Westpac,2010-06-30 00:00:00,2,Fitch
Westpac,2010-09-30 00:00:00,2,Moody's
Westpac,2010-09-30 00:00:00,2,Standard and Poor's
Westpac,2010-09-30 00:00:00,2,Fitch
Westpac,2010-12-31 00:00:00,2,Moody's
Westpac,2010-12-31 00:00:00,2,Standard and Poor's
Westpac,2010-12-31 00:00:00,2,Fitch
Westpac,2011-03-31 00:00:00,2,Moody's
Westpac,2011-03-31 00:00:00,2,Standard and Poor's
Westpac,2011-03-31 00:00:00,2,Fitch
Westpac,2011-06-30 00:00:00,3,Moody's
Westpac,2011-06-30 00:00:00,2,Standard and Poor's
Westpac,2011-06-30 00:00:00,2,Fitch
Westpac,2011-09-30 00:00:00,3,Moody's
Westpac,2011-09-30 00:00:00,3,Standard and Poor's
Westpac,2011-09-30 00:00:00,2,Fitch
Westpac,2011-12-31 00:00:00,3,Moody's
Westpac,2011-12-31 00:00:00,3,Standard and Poor's
Westpac,2011-12-31 00:00:00,3,Fitch
Westpac,2012-03-31 00:00:00,3,Moody's
Westpac,2012-03-31 00:00:00,3,Standard and Poor's
Westpac,2012-03-31 00:00:00,3,Fitch
Westpac,2012-06-30 00:00:00,3,Moody's
Westpac,2012-06-30 00:00:00,3,Standard and Poor's
Westpac,2012-06-30 00:00:00,3,Fitch
Westpac,2012-09-30 00:00:00,3,Moody's
Westpac,2012-09-30 00:00:00,3,Standard and Poor's
Westpac,2012-09-30 00:00:00,3,Fitch
Westpac,2012-12-31 00:00:00,3,Moody's
Westpac,2012-12-31 00:00:00,3,Standard and Poor's
Westpac,2012-12-31 00:00:00,3,Fitch
Westpac,2013-03-31 00:00:00,3,Moody's
Westpac,2013-03-31 00:00:00,3,Standard and Poor's
Westpac,2013-03-31 00:00:00,3,Fitch
Westpac,2013-06-30 00:00:00,3,Moody's
Westpac,2013-06-30 00:00:00,3,Standard and Poor's
Westpac,2013-06-30 00:00:00,3,Fitch
Westpac,2013-09-30 00:00:00,3,Moody's
Westpac,2013-09-30 00:00:00,3,Standard and Poor's
Westpac,2013-09-30 00:00:00,3,Fitch
Westpac,2013-12-31 00:00:00,3,Moody's
Westpac,2013-12-31 00:00:00,3,Standard and Poor's
Westpac,2013-12-31 00:00:00,3,Fitch
Westpac,2014-03-31 00:00:00,3,Moody's
Westpac,2014-03-31 00:00:00,3,Standard and Poor's
Westpac,2014-03-31 00:00:00,3,Fitch
Westpac,2014-06-30 00:00:00,3,Moody's
Westpac,2014-06-30 00:00:00,3,Standard and Poor's
Westpac,2014-06-30 00:00:00,3,Fitch
Westpac,2014-09-30 00:00:00,3,Moody's
Westpac,2014-09-30 00:00:00,3,Standard and Poor's
Westpac,2014-09-30 00:00:00,3,Fitch
Westpac,2014-12-31 00:00:00,3,Moody's
Westpac,2014-12-31 00:00:00,3,Standard and Poor's
Westpac,2014-12-31 00:00:00,3,Fitch
Westpac,2015-03-31 00:00:00,3,Moody's
Westpac,2015-03-31 00:00:00,3,Standard and Poor's
Westpac,2015-03-31 00:00:00,3,Fitch
Westpac,2015-06-30 00:00:00,3,Moody's
Westpac,2015-06-30 00:00:00,3,Standard and Poor's
Westpac,2015-06-30 00:00:00,3,Fitch
Westpac,2015-09-30 00:00:00,3,Moody's
Westpac,2015-09-30 00:00:00,3,Standard and Poor's
Westpac,2015-09-30 00:00:00,3,Fitch
Westpac,2015-12-31 00:00:00,3,Moody's
Westpac,2015-12-31 00:00:00,3,Standard and Poor's
Westpac,2015-12-31 00:00:00,3,Fitch
Westpac,2016-03-31 00:00:00,3,Moody's
Westpac,2016-03-31 00:00:00,3,Standard and Poor's
Westpac,2016-03-31 00:00:00,3,Fitch
Westpac,2016-06-30 00:00:00,3,Moody's
Westpac,2016-06-30 00:00:00,3,Standard and Poor's
Westpac,2016-06-30 00:00:00,3,Fitch
Westpac,2016-09-30 00:00:00,3,Moody's
Westpac,2016-09-30 00:00:00,3,Standard and Poor's
Westpac,2016-09-30 00:00:00,3,Fitch
Westpac,2016-12-31 00:00:00,3,Moody's
Westpac,2016-12-31 00:00:00,3,Standard and Poor's
Westpac,2016-12-31 00:00:00,3,Fitch
Westpac,2017-03-31 00:00:00,3,Moody's
Westpac,2017-03-31 00:00:00,3,Standard and Poor's
Westpac,2017-03-31 00:00:00,3,Fitch
Westpac,2017-06-30 00:00:00,4,Moody's
Westpac,2017-06-30 00:00:00,3,Standard and Poor's
Westpac,2017-06-30 00:00:00,3,Fitch
Westpac,2017-09-30 00:00:00,4,Moody's
Westpac,2017-09-30 00:00:00,3,Standard and Poor's
Westpac,2017-09-30 00:00:00,3,Fitch
Westpac,2017-12-31 00:00:00,4,Moody's
Westpac,2017-12-31 00:00:00,3,Standard and Poor's
Westpac,2017-12-31 00:00:00,3,Fitch
SBS,2008-12-31 00:00:00,8,Fitch
SBS,2009-03-31 00:00:00,8,Fitch
SBS,2009-06-30 00:00:00,8,Fitch
SBS,2009-09-30 00:00:00,8,Fitch
SBS,2009-12-31 00:00:00,8,Fitch
SBS,2010-03-31 00:00:00,8,Fitch
SBS,2010-06-30 00:00:00,8,Fitch
SBS,2010-09-30 00:00:00,8,Fitch
SBS,2010-12-31 00:00:00,8,Fitch
SBS,2011-03-31 00:00:00,8,Fitch
SBS,2011-06-30 00:00:00,8,Fitch
SBS,2011-09-30 00:00:00,8,Fitch
SBS,2011-12-31 00:00:00,8,Fitch
SBS,2012-03-31 00:00:00,8,Fitch
SBS,2012-06-30 00:00:00,8,Fitch
SBS,2012-09-30 00:00:00,8,Fitch
SBS,2012-12-31 00:00:00,8,Fitch
SBS,2013-03-31 00:00:00,8,Fitch
SBS,2013-06-30 00:00:00,8,Fitch
SBS,2013-09-30 00:00:00,8,Fitch
SBS,2013-12-31 00:00:00,8,Fitch
SBS,2014-03-31 00:00:00,8,Fitch
SBS,2014-06-30 00:00:00,8,Fitch
SBS,2014-09-30 00:00:00,8,Fitch
SBS,2014-12-31 00:00:00,8,Fitch
SBS,2015-03-31 00:00:00,8,Fitch
SBS,2015-06-30 00:00:00,8,Fitch
SBS,2015-09-30 00:00:00,7,Fitch
SBS,2015-12-31 00:00:00,7,Fitch
SBS,2016-03-31 00:00:00,8,Fitch
SBS,2016-06-30 00:00:00,8,Fitch
SBS,2016-09-30 00:00:00,8,Fitch
SBS,2016-12-31 00:00:00,8,Fitch
SBS,2017-03-31 00:00:00,8,Fitch
SBS,2017-06-30 00:00:00,8,Fitch
SBS,2017-09-30 00:00:00,8,Fitch
SBS,2017-12-31 00:00:00,8,Fitch
Baroda,2009-09-30 00:00:00,9,Fitch
Baroda,2009-12-31 00:00:00,9,Fitch
Baroda,2010-03-31 00:00:00,9,Fitch
Baroda,2010-06-30 00:00:00,9,Fitch
Baroda,2010-09-30 00:00:00,9,Fitch
Baroda,2010-12-31 00:00:00,9,Fitch
Baroda,2011-03-31 00:00:00,9,Fitch
Baroda,2011-06-30 00:00:00,9,Fitch
Baroda,2011-09-30 00:00:00,9,Fitch
Baroda,2011-12-31 00:00:00,9,Fitch
Baroda,2012-03-31 00:00:00,9,Fitch
Baroda,2012-06-30 00:00:00,9,Fitch
Baroda,2012-09-30 00:00:00,9,Fitch
Baroda,2012-12-31 00:00:00,9,Fitch
Baroda,2013-03-31 00:00:00,9,Fitch
Baroda,2013-06-30 00:00:00,9,Fitch
Baroda,2013-09-30 00:00:00,9,Fitch
Baroda,2013-12-31 00:00:00,9,Fitch
Baroda,2014-03-31 00:00:00,9,Fitch
Baroda,2014-06-30 00:00:00,9,Fitch
Baroda,2014-09-30 00:00:00,9,Fitch
Baroda,2014-12-31 00:00:00,9,Fitch
Baroda,2015-03-31 00:00:00,9,Fitch
Baroda,2015-06-30 00:00:00,9,Moody's
Baroda,2015-06-30 00:00:00,9,Fitch
Baroda,2015-09-30 00:00:00,9,Moody's
Baroda,2015-09-30 00:00:00,9,Fitch
Baroda,2015-12-31 00:00:00,9,Fitch
Baroda,2016-03-31 00:00:00,9,Fitch
Baroda,2016-06-30 00:00:00,9,Fitch
Baroda,2016-09-30 00:00:00,9,Fitch
Baroda,2016-12-31 00:00:00,9,Fitch
Baroda,2017-03-31 00:00:00,9,Fitch
Baroda,2017-06-30 00:00:00,9,Fitch
Baroda,2017-09-30 00:00:00,9,Fitch
Baroda,2017-12-31 00:00:00,9,Fitch
Bank of India,2011-03-31 00:00:00,9,Standard and Poor's
Bank of India,2011-06-30 00:00:00,9,Standard and Poor's
Bank of India,2011-09-30 00:00:00,9,Standard and Poor's
Bank of India,2011-12-31 00:00:00,9,Standard and Poor's
Bank of India,2012-03-31 00:00:00,9,Standard and Poor's
Bank of India,2012-06-30 00:00:00,9,Standard and Poor's
Bank of India,2012-09-30 00:00:00,9,Standard and Poor's
Bank of India,2012-12-31 00:00:00,9,Standard and Poor's
Bank of India,2013-03-31 00:00:00,9,Standard and Poor's
Bank of India,2013-06-30 00:00:00,9,Standard and Poor's
Bank of India,2013-09-30 00:00:00,9,Standard and Poor's
Bank of India,2013-12-31 00:00:00,9,Standard and Poor's
Bank of India,2014-03-31 00:00:00,9,Standard and Poor's
Bank of India,2014-06-30 00:00:00,9,Standard and Poor's
Bank of India,2014-09-30 00:00:00,9,Standard and Poor's
Bank of India,2014-12-31 00:00:00,9,Standard and Poor's
Bank of India,2015-03-31 00:00:00,9,Standard and Poor's
Bank of India,2015-06-30 00:00:00,9,Standard and Poor's
Bank of India,2015-09-30 00:00:00,9,Standard and Poor's
Bank of India,2015-12-31 00:00:00,9,Standard and Poor's
Bank of India,2016-03-31 00:00:00,10,Standard and Poor's
Bank of India,2016-06-30 00:00:00,10,Standard and Poor's
Bank of India,2016-09-30 00:00:00,10,Standard and Poor's
Bank of India,2016-12-31 00:00:00,10,Standard and Poor's
Bank of India,2017-03-31 00:00:00,10,Standard and Poor's
Bank of India,2017-06-30 00:00:00,10,Standard and Poor's
Bank of India,2017-09-30 00:00:00,10,Standard and Poor's
Bank of India,2017-12-31 00:00:00,10,Standard and Poor's
Co-op Bank,2012-03-31 00:00:00,9,Standard and Poor's
Co-op Bank,2012-06-30 00:00:00,9,Standard and Poor's
Co-op Bank,2012-09-30 00:00:00,9,Standard and Poor's
Co-op Bank,2012-12-31 00:00:00,9,Standard and Poor's
Co-op Bank,2013-03-31 00:00:00,9,Standard and Poor's
Co-op Bank,2013-06-30 00:00:00,9,Standard and Poor's
Co-op Bank,2013-09-30 00:00:00,9,Standard and Poor's
Co-op Bank,2013-12-31 00:00:00,9,Fitch
Co-op Bank,2014-03-31 00:00:00,9,Fitch
Co-op Bank,2014-06-30 00:00:00,9,Fitch
Co-op Bank,2014-09-30 00:00:00,9,Fitch
Co-op Bank,2014-12-31 00:00:00,9,Fitch
Co-op Bank,2015-03-31 00:00:00,9,Fitch
Co-op Bank,2015-06-30 00:00:00,9,Fitch
Co-op Bank,2015-09-30 00:00:00,9,Fitch
Co-op Bank,2015-12-31 00:00:00,9,Fitch
Co-op Bank,2016-03-31 00:00:00,9,Fitch
Co-op Bank,2016-06-30 00:00:00,9,Fitch
Co-op Bank,2016-09-30 00:00:00,9,Fitch
Co-op Bank,2016-12-31 00:00:00,8,Fitch
Co-op Bank,2017-03-31 00:00:00,8,Fitch
Co-op Bank,2017-06-30 00:00:00,8,Fitch
Co-op Bank,2017-09-30 00:00:00,8,Fitch
Co-op Bank,2017-12-31 00:00:00,8,Fitch
Heartland,2012-12-31 00:00:00,9,Standard and Poor's
Heartland,2013-03-31 00:00:00,9,Standard and Poor's
Heartland,2013-06-30 00:00:00,9,Standard and Poor's
Heartland,2013-09-30 00:00:00,9,Standard and Poor's
Heartland,2013-09-30 00:00:00,9,Fitch
Heartland,2013-12-31 00:00:00,9,Standard and Poor's
Heartland,2013-12-31 00:00:00,9,Fitch
Heartland,2014-03-31 00:00:00,9,Standard and Poor's
Heartland,2014-03-31 00:00:00,9,Fitch
Heartland,2014-06-30 00:00:00,8,Standard and Poor's
Heartland,2014-06-30 00:00:00,9,Fitch
Heartland,2014-09-30 00:00:00,8,Standard and Poor's
Heartland,2014-09-30 00:00:00,8,Fitch
Heartland,2014-12-31 00:00:00,8,Fitch
Heartland,2015-03-31 00:00:00,8,Fitch
Heartland,2015-06-30 00:00:00,8,Fitch
Heartland,2015-09-30 00:00:00,8,Fitch
Heartland,2015-12-31 00:00:00,8,Fitch
Heartland,2016-03-31 00:00:00,8,Fitch
Heartland,2016-06-30 00:00:00,8,Fitch
Heartland,2016-09-30 00:00:00,8,Fitch
Heartland,2016-12-31 00:00:00,8,Fitch
Heartland,2017-03-31 00:00:00,8,Fitch
Heartland,2017-06-30 00:00:00,8,Fitch
Heartland,2017-09-30 00:00:00,8,Fitch
Heartland,2017-12-31 00:00:00,8,Fitch
ICBC,2013-12-31 00:00:00,5,Standard and Poor's
ICBC,2014-03-31 00:00:00,5,Standard and Poor's
ICBC,2014-06-30 00:00:00,5,Standard and Poor's
ICBC,2014-09-30 00:00:00,5,Standard and Poor's
ICBC,2014-12-31 00:00:00,5,Standard and Poor's
ICBC,2015-03-31 00:00:00,5,Standard and Poor's
ICBC,2015-06-30 00:00:00,5,Moody's
ICBC,2015-06-30 00:00:00,5,Standard and Poor's
ICBC,2015-09-30 00:00:00,4,Moody's
ICBC,2015-09-30 00:00:00,5,Standard and Poor's
ICBC,2015-12-31 00:00:00,4,Moody's
ICBC,2015-12-31 00:00:00,5,Standard and Poor's
ICBC,2016-03-31 00:00:00,4,Moody's
ICBC,2016-03-31 00:00:00,5,Standard and Poor's
ICBC,2016-06-30 00:00:00,4,Moody's
ICBC,2016-06-30 00:00:00,5,Standard and Poor's
ICBC,2016-09-30 00:00:00,4,Moody's
ICBC,2016-09-30 00:00:00,5,Standard and Poor's
ICBC,2016-12-31 00:00:00,4,Moody's
ICBC,2016-12-31 00:00:00,5,Standard and Poor's
ICBC,2017-03-31 00:00:00,4,Moody's
ICBC,2017-03-31 00:00:00,5,Standard and Poor's
ICBC,2017-06-30 00:00:00,4,Moody's
ICBC,2017-06-30 00:00:00,5,Standard and Poor's
ICBC,2017-09-30 00:00:00,4,Moody's
ICBC,2017-09-30 00:00:00,5,Standard and Poor's
ICBC,2017-12-31 00:00:00,4,Moody's
ICBC,2017-12-31 00:00:00,5,Standard and Poor's
China Construction,2014-09-30 00:00:00,5,Standard and Poor's
China Construction,2014-12-31 00:00:00,5,Standard and Poor's
China Construction,2015-03-31 00:00:00,5,Standard and Poor's
China Construction,2015-06-30 00:00:00,4,Moody's
China Construction,2015-06-30 00:00:00,5,Standard and Poor's
China Construction,2015-09-30 00:00:00,4,Moody's
China Construction,2015-09-30 00:00:00,5,Standard and Poor's
China Construction,2015-12-31 00:00:00,4,Moody's
China Construction,2015-12-31 00:00:00,5,Standard and Poor's
China Construction,2016-03-31 00:00:00,4,Moody's
China Construction,2016-03-31 00:00:00,5,Standard and Poor's
China Construction,2016-06-30 00:00:00,4,Moody's
China Construction,2016-06-30 00:00:00,5,Standard and Poor's
China Construction,2016-09-30 00:00:00,4,Moody's
China Construction,2016-09-30 00:00:00,5,Standard and Poor's
China Construction,2016-12-31 00:00:00,4,Moody's
China Construction,2016-12-31 00:00:00,5,Standard and Poor's
China Construction,2017-03-31 00:00:00,4,Moody's
China Construction,2017-03-31 00:00:00,5,Standard and Poor's
China Construction,2017-06-30 00:00:00,4,Moody's
China Construction,2017-06-30 00:00:00,5,Standard and Poor's
China Construction,2017-09-30 00:00:00,4,Moody's
China Construction,2017-09-30 00:00:00,5,Standard and Poor's
China Construction,2017-12-31 00:00:00,4,Moody's
China Construction,2017-12-31 00:00:00,5,Standard and Poor's
Bank of China,2014-12-31 00:00:00,4,Moody's
Bank of China,2015-03-31 00:00:00,4,Moody's
Bank of China,2015-06-30 00:00:00,4,Moody's
Bank of China,2015-09-30 00:00:00,4,Moody's
Bank of China,2015-12-31 00:00:00,4,Moody's
Bank of China,2016-03-31 00:00:00,4,Moody's
Bank of China,2016-06-30 00:00:00,4,Moody's
Bank of China,2016-09-30 00:00:00,4,Moody's
Bank of China,2016-12-31 00:00:00,4,Moody's
Bank of China,2017-03-31 00:00:00,4,Moody's
Bank of China,2017-06-30 00:00:00,4,Moody's
Bank of China,2017-06-30 00:00:00,5,Standard and Poor's
Bank of China,2017-09-30 00:00:00,4,Moody's
Bank of China,2017-09-30 00:00:00,5,Standard and Poor's
Bank of China,2017-12-31 00:00:00,4,Moody's
Bank of China,2017-12-31 00:00:00,5,Standard and Poor's
